,الرقم,التقييم,عدد المقيمين,المساحة,اسم العقار,الحي,سعر الليلة,المدينة,التصنيف
277,277,9.8,6,15000,شاليه بأطلالة جبلية ومسبح خارجي,حي المعتدل,"2,000",العلا,شاليه
278,278,9.7,5,15000,مخيم بسرير فردي ومرافق مشتركة,الشلال,"1,400",العلا,مخيم
279,279,9.5,3,1000,مخيم بمرافق مشتركة وسرير فردي,الشلال,"1,400",العلا,مخيم
280,280,9.3,5,15000,مخيم بسرير فردي ومرافق مشتركة,الشلال,"1,400",العلا,مخيم
281,281,0.0,0,3000,استديو باثاث مريح وبسيط,حي العزيزية,440,العلا,استديو
282,282,0.0,0,15000,غرفة بسرير ماستر ودورة مياه,وادي رم مقابل مخطط ج,600,العلا,شقة
283,283,0.0,0,15000,غرفة بسرير ماستر وتلفزيون,وادي رم مقابل مخطط ج,600,العلا,شقة
284,284,0.0,0,200,استراحة بغرفتين نوم وخيمة,الحجر,"2,000",العلا,استراحة
285,285,0.0,0,400,مزرعة بمسطحات خضراء وموقد حطب,تربه,900,العلا,مزرعة
286,286,0.0,0,3000,استراحة ب3 غرف نوم وفناء خارجي,حي الصخيرات,"5,000",العلا,استراحة
287,287,0.0,0,150,مخيم ببيت شعر وجلسة خارجية,حي المعتدل,"1,000",العلا,مخيم
288,288,0.0,0,15000,مزرعة بمسبح ومجلس,المنشية,"2,500",العلا,مزرعة
289,289,0.0,0,15000,غرفة بسرير ماستر وجلسة,وادي رم مقابل مخطط ج,600,العلا,شقة
290,290,0.0,0,3000,غرفة بأثاث مريح وبسيط,وادي رم مقابل مخطط ج,600,العلا,شقة
291,291,0.0,0,1000,غرفة بسرير ماستر وجلسة,وادي رم مقابل مخطط ج,600,العلا,شقة
292,292,0.0,0,4000,مزرعة بمسطحات خضراء وبيت شعر,الحجر,"3,600",العلا,مزرعة
293,293,0.0,0,15000,مزرعة بجلسة خارجية مطلة على مسبح,الحجر,"2,500",العلا,مزرعة
294,294,0.0,0,10000,فيلا بداخل مزرعة,العذيب,"2,500",العلا,فيلا
295,295,0.0,0,15000,شقة بغرفتين نوم واثاث هادئ,العذيب,350,العلا,شقة
296,296,0.0,0,3000,شقة بغرفتين نوم وصالة,حي العزيزية,500,العلا,شقة
297,297,0.0,0,1000,شقة بغرفتين نوم وصالة,حي العزيزية,500,العلا,شقة
298,298,0.0,0,15000,شقة بغرفتين نوم وصالة,حي العزيزية,500,العلا,شقة
299,299,0.0,0,3000,شقة بغرفتين نوم وصالة,حي العزيزية,500,العلا,شقة
300,300,0.0,0,3000,فيلا بمسطح أخضر وجلسة خارجية,مخطط الميدان السكني,"2,000",العلا,فيلا
301,301,0.0,0,400,شالية بمجلس مطل على الفناء الخارجي,قراقر,"1,950",العلا,شاليه
302,302,10.0,1,1000,شقة بغرفتين نوم وصالة جلوس,حي العلا,600,العلا,شقة
303,303,9.2,22,1000,شقة بغرفة نوم وغرفة جلوس,العذيب,300,العلا,شقة
304,304,10.0,4,3000,شقة بغرفة نوم وصالة جلوس,حي العلا,450,العلا,شقة
305,305,9.2,43,15000,مزرعة محاطة بالجبال,حي الملسن,799,العلا,مزرعة
306,306,10.0,4,100,مخيم بغرفة نوم وصالة ريفية,قراقر,650,العلا,مخيم
307,307,10.0,13,40,استديو بسرير ماستر وجلسة,حي العزيزية,250,العلا,استديو
308,308,9.7,47,1500,كوخ داخل مزرعة بغرفة نوم,قراقر,500,العلا,كوخ
309,309,7.9,10,50000,مزرعة بإطلالة على الجبل,العذيب,372,العلا,مزرعة
310,310,9.7,3,200,كوخ بسرير ماستر وجلسة خارجية,قراقر,600,العلا,كوخ
311,311,9.3,5,3000,شقة بغرفتين نوم وصالة,حي الصخيرات,984,العلا,شقة
312,312,6.8,1,250,شاليه بجلسة خارجية ومسطح اخضر,جنوب المستشفى,"1,500",العلا,شاليه
313,313,10.0,1,1000,شقة بغرفة جلوس وغرفة نوم,حي صدر الغربية,300,العلا,شقة
314,314,9.4,6,15000,شقة بغرفة جلوس وغرفتين نوم,حي صدر الغربية,400,العلا,شقة
315,315,0.0,0,60,استراحة بغرفه نوم وصالة أنيقة,حي المعتدل,700,العلا,استراحة
316,316,0.0,0,40,وحدة بثلاث أسرة مفردة وفناء خارجي,قراقر,279,العلا,شقة
317,317,8.9,11,15000,شقة بغرفه وصاله ومسبح,حي الصخيرات,984,العلا,شقة
318,318,9.8,7,1000,استراحة بإطلالة مميزة على الجبل,العذيب,800,العلا,استراحة
319,319,7.0,6,1000,غرفة بأثاث مريح وبسيط,حي الصخيرات,984,العلا,شقة
320,320,9.8,5,500,استراحه بجلسات خارجيه وبيت شعر,حي المعتدل,"1,000",العلا,استراحة
321,321,9.2,4,1000,شقة بغرفتين نوم وصالة,العذيب,230,العلا,شقة
322,322,8.3,38,24,استوديو بأسرة فردية وجلسة جانبية,العزيزية,250,العلا,استديو
323,323,9.7,4,1000,شقة بغرفتين نوم وغرفة جلوس,حي الصخيرات,984,العلا,شقة
324,324,0.0,0,1000,شاليه بجلسة خارجية وألعاب مائية,جنوب المستشفى,895,العلا,شاليه
325,325,6.2,3,100,استراحة بغرف نوم داخل مزرعة,حي ساق,400,العلا,استراحة
326,326,9.8,13,3000,شقة بتصميم هادئ وغرفتين نوم,حي السلام,500,العلا,شقة
327,327,7.3,3,3000,شقة بأجواء دافئة ومريحة,حي العزيزية,200,العلا,شقة
328,328,8.3,15,1050,استراحة بخيمة مطلة على الجبل,الشلال,700,العلا,استراحة
329,329,10.0,1,3000,شقة بأجواء دافئة ومريحة,حي العزيزية,200,العلا,شقة
330,330,7.2,21,1000,كرفان بإطلالة برية ومسبح خارجي,الشلال,"1,200",العلا,كرافان
331,331,9.6,3,250,شاليه بجلسة خارجية وغرفتين نوم,العذيب,600,العلا,شاليه
332,332,10.0,3,1000,مخيم بسريرين فرديه ومرافق مشتركة,الشلال,"1,400",العلا,مخيم
333,333,9.8,4,15000,شقة بأجواء هادئة ومريحة,حي العزيزية,200,العلا,شقة
334,334,8.9,8,800,كوخ بجلسة خارجية وأجواء ريفية,حي المعتدل,"1,200",العلا,كوخ
335,335,7.3,3,15000,شقة بأثاث مريح وبسيط,حي العزيزية,200,العلا,شقة
336,336,7.3,3,3000,شقة بأثاث مريح وبسيط,حي العزيزية,200,العلا,شقة
337,337,9.8,8,8320,استراحة بجلسة خارجية وأجواء ريفية,العذيب,900,العلا,استراحة
338,338,10.0,3,15000,شقة بغرفة نوم وسرير ماستر,حي العزيزية,285,العلا,شقة
339,339,9.9,45,1000,استراحه  بمسطحات خضراء وغرف نوم,حي العزيزية,"1,000",العلا,استراحة
340,340,9.7,6,30000,فيلا داخل مزرعة وإطلالة جبلية,جنوب المستشفى,"1,100",العلا,فيلا
341,341,0.0,0,1000,شقة بصالة انيقة وغرفة نوم,حي السلام,300,العلا,شقة
342,342,0.0,0,3000,شقة بأثاث مريح وبسيط,حي العزيزية,200,العلا,شقة
343,343,0.0,0,100,كرفان بغرفتين نوم وجلسة خارجية,الشلال,600,العلا,كرافان
344,344,0.0,0,20,كوخ ريفي لتعيش اجواء مميزة,ام طليحة,825,العلا,كوخ
345,345,0.0,0,15000,شقة بصالة وغرفة نوم وبأثاث مريح,حي العزيزية,600,العلا,شقة
346,346,0.0,0,1000,شقة بغرفة معيشة وغرفة نوم,حي العزيزية,200,العلا,شقة
347,4,10.0,41,20,شقة بصالة وغرفة نوم, حي البرج,215,الخرج,شقة
348,5,9.9,79,30,شقة مودرن مع مدخل سيارة, حي البرج,236,الخرج,شقة
349,6,10.0,1,80,استديو هادئ بدخول ذاتي, حي المنتزة,180,الخرج,استديو
350,7,10.0,14,20,شقة بصالة وغرفة نوم, حي البرج,230,الخرج,شقة
351,8,0.0,0,25,استديو باثاث مريح وبسيط, حي الزاهر,250,الخرج,استديو
352,9,10.0,54,30,شقة فاخرة غرفة وصالة دخول ذاتي, حي البرج,236,الخرج,شقة
353,10,9.3,43,40,استديو حديث و هادئ بدخول ذاتي, حي السلام,150,الخرج,استديو
354,11,9.9,3,30,استديو بسرير مريح ودخول ذاتي, حي السلام,158,الخرج,استديو
355,12,9.9,58,30,شقة أنيقة غرفة وصالة دخول ذاتي, حي البرج,236,الخرج,شقة
356,13,10.0,17,20,شقة بصالة و غرفة نوم, حي الجامعة,190,الخرج,شقة
357,14,9.9,16,15,شقة بصالة جلوس وغرفة نوم, حي الجامعة,180,الخرج,شقة
358,15,9.9,56,30,شقة بصالة وغرفة نوم بدخول ذكي, حي البرج,340,الخرج,شقة
359,16,9.1,26,15,شقة بصالة وغرفة نوم, حي الخزامى,220,الخرج,شقة
360,17,9.8,14,30,شقة بغرفة نوم وصالة جلوس, حي الجامعة,180,الخرج,شقة
361,18,9.7,32,15,شقة أنيقة بصالة وغرفة نوم, حي البرج,160,الخرج,شقة
362,19,9.6,88,15,شقة انيقة بغرفة نوم ودخول ذاتي, حي الجامعة,180,الخرج,شقة
363,20,9.8,3,40,استديو بسرير ماستر وجلسة جانبية, حي السلام,180,الخرج,استديو
364,21,10.0,3,20,استديو بدخول ذاتي, حي السلام,149,الخرج,استديو
365,22,0.0,0,15,شقة بغرفة نوم وصالة ودخول ذاتي, حي البرج,187,الخرج,شقة
366,23,6.4,8,35,استديو بسرير مريح ودخول ذاتي, حي السلام,150,الخرج,استديو
367,24,10.0,5,30,استديو بسرير ماستر وجلسة جانبية, حي السلام,170,الخرج,استديو
368,25,9.9,131,15,شقة بصالة وغرفة نوم دخول ذاتي, حي البرج,340,الخرج,شقة
369,26,9.5,25,30,شقة بصالة و غرفة نوم, حي الجامعة,180,الخرج,شقة
370,27,0.0,0,30,استديو بسرير ماستر وجلسة جانبية, حي السلام,190,الخرج,استديو
371,28,9.7,42,15,شقة بصالة و غرفة نوم, حي الجامعة,177,الخرج,شقة
372,29,0.0,0,15,شقة بصالة وغرفة نوم, حي الورود,225,الخرج,شقة
373,30,9.7,37,30,شقة بغرفة معيشة وغرفة نوم, حي الحمراء,162,الخرج,شقة
374,31,10.0,26,20,شقة بصالة و غرفة نوم, حي الجامعة,180,الخرج,شقة
375,32,8.1,5,25,استديو هادئ بسرير ماستر, حي العالية,130,الخرج,استديو
376,33,9.8,4,18,استديو بأثاث مريح وبسيط, حي العالية,130,الخرج,استديو
377,34,9.8,11,20,شقة بصالة و غرفة نوم, حي الجامعة,190,الخرج,شقة
378,35,10.0,23,30,شقة بصالة و غرفة نوم, حي الجامعة,180,الخرج,شقة
379,36,0.0,0,30,شاليه بألعاب أطفال وجلسة خارجية, الهياثم,420,الخرج,شاليه
380,37,0.0,0,15,شقة بغرفة معيشة وغرفة نوم, حي الاندلس,189,الخرج,شقة
381,38,6.6,5,15,شاليه بجلسة خارجية ومسبح, حي العفجة,300,الخرج,شاليه
382,39,9.7,60,20,شقة بصالة انيقة وغرفة نوم, حي الورود,157,الخرج,شقة
383,40,9.8,44,40,استديو حديث و هادئ بدخول ذاتي, حي السلام,150,الخرج,استديو
384,41,9.4,15,30,شقة بغرفة نوم وصالة, حي الجامعة,180,الخرج,شقة
385,42,9.0,5,35,استديو بدخول ذاتي وسرير مريح, حي السلام,180,الخرج,استديو
386,43,10.0,1,55,استديو مريح لليلة جميلة ومميزة, حي اليرموك,190,الخرج,استديو
387,44,9.5,189,15,شقة فاخرهـ ببلكونة علوية وشرفة, حي البرج,236,الخرج,شقة
388,45,9.9,36,15,شقة بغرفة نوم وصالة جلوس, حي البرج,160,الخرج,شقة
389,46,9.7,18,30,شقة بغرفتي نوم, حي الخزامى,190,الخرج,شقة
390,47,10.0,2,17,شقة بصالة وغرفة نوم, حي العالية,130,الخرج,شقة
391,48,10.0,10,15,شقة بصالة و غرفة نوم, حي الجامعة,200,الخرج,شقة
392,49,9.9,56,50,استديو بأثاث مريح وبسيط, حي السلام,145,الخرج,استديو
393,50,9.8,73,15,شقة بصالة وغرفة نوم, حي النهضة,202,الخرج,شقة
394,51,9.9,28,30,شقة بصالة و غرفة نوم, حي الجامعة,180,الخرج,شقة
395,52,10.0,1,100,استديو باثاث مريح وبسيط, حي السلام,134,الخرج,استديو
396,53,9.9,39,15,شقة, حي الجامعة,170,الخرج,شقة
397,54,9.9,53,15,شقة بصالة انيقة وغرفة نوم, حي الخزامى,180,الخرج,شقة
398,55,0.0,0,15,شقة بصالة جلوس وغرفة نوم, حي السلام,179,الخرج,شقة
399,56,8.9,9,35,استديو هادئ بسرير ماستر, حي العالية,130,الخرج,استديو
400,57,9.6,55,35,استديو بتصميم هادئ و انيق, حي البرج,280,الخرج,استديو
401,58,10.0,1,20,شقة بغرفة نوم وصالة, حي مشرف,190,الخرج,شقة
402,59,9.7,60,30,شقة انيقة بغرفة نوم ودخول ذاتي, حي الجامعة,200,الخرج,شقة
403,60,9.4,10,20,شقة بصالة وغرفة نوم, حي السلام,180,الخرج,شقة
404,61,9.8,4,20,استديو بسرير ماستر ودخول ذاتي, حي السلام,163,الخرج,استديو
405,62,9.6,39,30,شقة بصالة انيقة وغرفة نوم, حي السلام,175,الخرج,شقة
406,63,10.0,3,39,استديو هادئ بسرير ماستر, حي العالية,130,الخرج,استديو
407,64,0.0,0,20,شقة بصالة وغرفة نوم, حي مشرف,169,الخرج,شقة
408,65,10.0,5,20,شقة بصالة و غرفة نوم, حي الجامعة,180,الخرج,شقة
409,66,9.0,21,30,شقة بغرفة معيشة وغرفة نوم, حي السلام,195,الخرج,شقة
410,67,9.5,137,15,شقة بدخول ذاتي وغرفة ماستر, حي الاندلس,170,الخرج,شقة
411,68,9.7,13,20,شقة بصالة انيقة ودخول ذاتي, حي الجامعة,180,الخرج,شقة
412,69,9.1,13,30,شقة بصالة وغرفة نوم وبأثاث مريح, حي المنتزة,300,الخرج,شقة
413,70,9.0,6,30,استديو بسرير ماستر وجلسة مريحة, حي السلام,160,الخرج,استديو
414,71,9.5,14,20,شقة بصالة و غرفة نوم, حي المنتزة,248,الخرج,شقة
